CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED
EVSA-T,ATR_4,CarboTaxol,0.1,3,0.018309175,4.9254724,6.77536097,3,0.3310061,67.84982621,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
HCC1954,ATR_4,CarboTaxol,0.01,3,0.001409131,0.8972506,0,1.60625964,1.9646476,16.99411509,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
MDA-MB-361,ATR_4,CarboTaxol,0.01,3,0.002229661,1.5179851,26.70624974,3,1.2621284,7.98743513,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
MDA-MB-415,ATR_4,CarboTaxol,0.01,3,0.001810184,2.9539975,25.40128755,1.591506117,2.2897219,52.11099258,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H1437,ATR_4,CarboTaxol,0.003,3,0.00129313,1.5064889,0,3,10,61.60028502,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H1793,ATR_4,CarboTaxol,0.01,3,0.002305773,10,19.39565132,3,1.0432244,16.89959044,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H1975,ATR_4,CarboTaxol,0.01,3,0.00281682,3.8975545,25.67226321,3,1.6182478,58.18133487,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H226,ATR_4,CarboTaxol,0.01,3,0.001733303,2.7741472,22.73255057,1.302861691,1.9966718,26.52216934,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H2291,ATR_4,CarboTaxol,0.3,3,0.004499537,1.1127224,53.21374427,1.307301398,10,48.58730825,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H358,ATR_4,CarboTaxol,0.01,3,0.001489027,2.2630206,24.21061238,1.137383303,10,75.49849278,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H520,ATR_4,CarboTaxol,0.01,3,0.002626515,2.0648452,30.02519196,1.052415481,10,74.39927017,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H522,ATR_4,CarboTaxol,0.01,3,0.00256027,10,10.59730886,3,0.8889414,29.54117795,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
A549,BCL2L1,CarboTaxol,0.01,3,0.002484574,10,16.4974206,0.01311055,0.4780745,14.51963396,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
Calu-6,BCL2L1,CarboTaxol,0.01,3,0.001473401,3.5826552,8.77436206,0.019670096,1.0805047,66.42593965,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
DMS-114,BCL2L1,CarboTaxol,0.01,3,0.001614075,2.4186499,8.6741231,1,0,100,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H1703,BCL2L1,CarboTaxol,0.01,3,0.002390729,3.2493995,7.5097785,0.018417272,0.3281692,89.34856119,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H2085,BCL2L1,CarboTaxol,1,3,0.0001,0.1,14.77565078,0.099123234,1.8962371,61.71647894,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H226,BCL2L1,CarboTaxol,0.01,3,0.001604559,1.3532907,13.93384443,3,0.3200215,19.43804175,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H2291,BCL2L1,CarboTaxol,0.3,3,0.003596467,3.1723844,51.58548977,0.097285459,1.2808749,22.64047671,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H358,BCL2L1,CarboTaxol,0.01,3,0.001716258,1.5707317,18.00186493,0.0003,0.1,91.87490139,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
NCI-H522,BCL2L1,CarboTaxol,0.01,3,0.001689161,3.0971554,10.06198021,3,0.3926014,49.73794408,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,14,5.00053,4,2.191,853.9,2.5,221,14,2.576,62,0.22149
647-V,CHEK1,IAP,0.003,1,0.000596601,1.8584379,10.2098981,0.946541413,10,0,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
Calu-6,CHEK1,IAP,1,1,0.0001,0.1,47.24740307,0.206775139,4.5548774,15.13606106,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
DMS-114,CHEK1,IAP,3,1,0.536660294,1.2492877,63.73419129,0.236737722,3.7675846,20.4625119,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HT-1376,CHEK1,IAP,3,1,0.035783737,0.2013065,0,0.303562925,2.6386386,24.98638565,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
J82,CHEK1,IAP,3,1,0.006403589,0.7980897,28.68232004,0.324252565,10,47.59931921,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1437,CHEK1,IAP,1,1,0.019642438,0.299091,49.9297312,1,2.219922,16.54333678,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1563,CHEK1,IAP,0.01,1,9.47E-05,1.6364374,10.88428018,0.389188052,10,27.49421938,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1975,CHEK1,IAP,3,1,3,0.2330077,53.54332531,1,1.2276421,6.66655989,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2170,CHEK1,IAP,3,1,3,0.466211,53.22534931,0.49298107,1.9769735,0,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2228,CHEK1,IAP,0.3,1,0.004698547,0.6657187,22.65961986,0.181449565,1.0391929,0,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H226,CHEK1,IAP,3,1,0.0004594,0.1,7.12544988,0.315490593,10,27.79928847,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2291,CHEK1,IAP,3,1,0.85851605,10,74.79904597,0.199710069,2.3361085,14.20267663,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H358,CHEK1,IAP,3,1,0.0003,0.1,82.81619263,0.428672535,10,30.6854789,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
TCCSUP,CHEK1,IAP,0.03,1,0.000255534,0.782033,70.09566479,0.208180521,3.5281542,4.98272189,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
UM-UC-3,CHEK1,IAP,0.03,1,0.001363382,1.9338943,66.89004731,0.37532253,10,41.79677074,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
VM-CUB-1,CHEK1,IAP,0.03,1,0.00258115,1.3498743,66.86788681,0.381939994,10,28.09524895,6,3.11,5,0,362.4,2.01,124.49,4,2,25,0.67,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-20,AKT,Chloroquine,3,3,1.06645316,10,79.09931596,0.352249266,1.282071,22.80708297,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
EVSA-T,AKT,Chloroquine,10,3,4.571833616,0.8047988,74.74086589,0.000663646,9.2269676,0.93999999,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
HCC1395,AKT,Chloroquine,10,3,1.688081588,0.255378,0,0.092825489,0.1412925,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
HCC1419,AKT,Chloroquine,10,3,3.477134051,10,78.49944197,0.570796649,0.4510666,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
MDA-MB-436,AKT,Chloroquine,10,3,1,0,100,0.052361519,0.4564576,60.2285685,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
MDA-MB-453,AKT,Chloroquine,10,3,0.265877254,1.2219601,88.64101648,3,0.3594185,16.82841978,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
BT-474,AKT_1,Chloroquine,10,3,1,0,100,0.220535396,1.1385917,4.37860616,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
EVSA-T,AKT_1,Chloroquine,10,3,1,0,100,0.596487491,1.199443,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
HCC1395,AKT_1,Chloroquine,10,3,0.001,0.1,87.30531861,0.410064452,1.1173009,42.40169586,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
HCC1569,AKT_1,Chloroquine,10,3,3.234371695,10,76.89969815,0.978148153,0.4358629,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
HCC1954,AKT_1,Chloroquine,10,3,10,10,71.60005667,1.74914639,0.8050011,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
MDA-MB-157,AKT_1,Chloroquine,10,3,0.118247541,10,90.47487722,0.078536309,1.1358809,87.30104093,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
MDA-MB-436,AKT_1,Chloroquine,10,3,1,0,100,0.758466835,2.0842443,77.45585059,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
T47D,AKT_1,Chloroquine,10,3,1,0,100,0.022595273,0.4364147,16.00135508,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006
BT-474,Chloroquine,PIK3C,3,10,0.33971304,0.9291411,0,10,0.1739027,34.14906216,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
CAMA-1,Chloroquine,PIK3C,3,10,1.119592195,10,34.89658746,1,0,100,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
EVSA-T,Chloroquine,PIK3C,3,10,0.670315564,1.5906837,0,0.997071353,10,89.75001556,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1187,Chloroquine,PIK3C,3,10,0.274220191,1.0223504,4.33764873,0.001,0.1,75.84426895,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1954,Chloroquine,PIK3C,3,10,0.851048674,2.168424,14.57855184,0.032938033,0.5293516,80.7307386,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-361,Chloroquine,PIK3C,3,10,0.349986741,0.9076211,0,10,0.3030977,63.92293971,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-415,Chloroquine,PIK3C,3,10,1.026142476,10,43.09871647,1,0,100,3,3.10328,1,0.316,319.9,4.6,28.2,8,3.443,22,0.58006,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
647-V,AKT,Cisplatin,3,3,1.185152395,2.6478915,0,0.439128028,1.3582447,2.02497431,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914
BFTC-905,AKT,Cisplatin,3,3,0.318569411,0.9796669,0,0.268384301,10,42.74948585,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914
J82,AKT,Cisplatin,3,3,0.414945337,1.101382,0,0.712247969,0.81619,22.55906569,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914
KU-19-19,AKT,Cisplatin,3,3,3,10,22.0011712,1,0,100,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914
TCCSUP,AKT,Cisplatin,3,3,0.512936369,2.1895842,14.25281252,0.449855835,1.1083104,59.85113188,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914
UM-UC-3,AKT,Cisplatin,3,3,1.328584618,2.5365067,0,1.085111181,10,87.59952288,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914
647-V,Cisplatin,FGFR,3,3,1,0,100,1.547590548,3.6369297,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
BFTC-905,Cisplatin,FGFR,3,3,3,0.3647978,19.4656817,0.659356921,2.2908871,0.21434784,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
J82,Cisplatin,FGFR,3,3,0.110032707,0.6090245,48.99912325,0.409707775,1.2620109,2.24629875,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
SW780,Cisplatin,FGFR,3,3,3,10,68.20105017,3,1.2986911,44.71063207,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
TCCSUP,Cisplatin,FGFR,3,3,0.042387053,0.4859193,44.66240871,0.413467445,1.9770327,11.51203003,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
BFTC-905,Cisplatin,HDAC_4,3,3,0.293836693,2.8675615,16.81644234,0.610987323,1.5852018,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
J82,Cisplatin,HDAC_4,3,3,1.316501546,1.5015177,0,0.526368645,1.4228568,1.78842922,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
T-24,Cisplatin,HDAC_4,3,3,1.122896295,4.0988882,6.36171312,2.725559649,10,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
TCCSUP,Cisplatin,HDAC_4,3,3,0.592357804,1.3124369,0.4256208,0.460974742,1.5301651,7.76441418,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
VM-CUB-1,Cisplatin,HDAC_4,3,3,2.027126269,1.5959039,0,2.016796838,1.7782012,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
J82,Cisplatin,PARP1,3,3,0.219953369,1.8270294,84.24013087,0.5202958,1.1595941,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,7,1.24,1,0,434.5,2.13,82.08,4,2,32,0.8
SW780,Cisplatin,PARP1,3,3,3,0.2131305,85.07401845,1.450359936,1.6348709,49.40402668,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,7,1.24,1,0,434.5,2.13,82.08,4,2,32,0.8
TCCSUP,Cisplatin,PARP1,3,3,3,0.8254665,24.20736736,0.45810397,2.0241478,12.69844859,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,7,1.24,1,0,434.5,2.13,82.08,4,2,32,0.8
UM-UC-3,Cisplatin,PARP1,3,3,3,1.0422456,61.72682727,1.341750458,2.6224512,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,7,1.24,1,0,434.5,2.13,82.08,4,2,32,0.8
VM-CUB-1,Cisplatin,PARP1,3,3,2.913368245,2.8529437,0,2.739118966,1.9632283,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,7,1.24,1,0,434.5,2.13,82.08,4,2,32,0.8
HT-1376,Cisplatin,PIK3C,3,3,0.831707277,0.9455658,28.30289104,1.653189096,1.0144532,0,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
SW780,Cisplatin,PIK3C,3,3,3,10,88.20084691,1.965520908,1.3014644,65.31941285,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
T-24,Cisplatin,PIK3C,3,3,1.104154443,2.6407324,53.50628135,1.551424911,10,26.39944997,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
TCCSUP,Cisplatin,PIK3C,1,3,0.344152507,1.9271868,51.75463755,0.490598749,1.7757609,10.44762375,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
VM-CUB-1,Cisplatin,PIK3C,3,3,3,1.874956,18.16332393,1.220405025,10,49.1936947,33,6.92836,13,2.497,1428,6.34217,522,19,3.101,84,0.18914,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
BT-20,AKT,CSNK2A1_2,0.1,3,0.011525237,1.806654,5.7355837,1.367930445,0.9821291,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
CAMA-1,AKT,CSNK2A1_2,1,3,1,0.2074553,70.34022395,0.036683841,0.5008279,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
HCC1187,AKT,CSNK2A1_2,0.1,3,0.006605198,1.7567431,13.1812083,0.627398484,3.651049,15.86568792,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
HCC70,AKT,CSNK2A1_2,0.1,3,1.00E-05,0.1,3.48618581,0.906913115,4.680062,20.3067041,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
MCF7,AKT,CSNK2A1_2,0.1,3,0.010092765,1.48297,9.62327807,1.080292608,0.7539209,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
MDA-MB-361,AKT,CSNK2A1_2,0.1,3,1,0,100,0.305855011,0.7596565,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
MDA-MB-415,AKT,CSNK2A1_2,0.1,3,0.01055313,1.4746818,15.6181404,0.002083389,0.7465616,14.36860307,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
MDA-MB-453,AKT,CSNK2A1_2,0.1,3,0.018041878,2.252341,11.83363276,2.71378416,0.4740044,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
Calu-6,ALK,CSNK2A1_2,0.03,3,0.008788121,1.8198712,6.37976753,1.226084171,10,38.39199094,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
DMS-114,ALK,CSNK2A1_2,0.03,3,0.007353396,2.673418,13.58934894,0.466141259,0.8517702,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1299,ALK,CSNK2A1_2,0.1,3,0.027499338,1.7979712,4.50248018,1.305665075,1.2499055,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1437,ALK,CSNK2A1_2,0.1,3,0.009939827,1.9911524,8.49421375,0.763934748,0.9640601,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1703,ALK,CSNK2A1_2,0.1,3,0.011136006,3.0712619,11.4457309,0.528614855,1.9729394,7.51393732,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1793,ALK,CSNK2A1_2,0.1,3,0.010202214,1.74774,7.28928245,1.519967915,1.4862446,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1975,ALK,CSNK2A1_2,0.03,3,0.02107602,2.481064,0,0.517870956,1.234519,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H23,ALK,CSNK2A1_2,0.1,3,0.008756307,1.6306117,11.30442849,0.802996364,1.2344335,1.7677576,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H358,ALK,CSNK2A1_2,0.1,3,0.011088437,4.1433643,18.19869009,1.030048659,1.0367836,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1437,BCL2,CSNK2A1_2,0.1,3,0.010198758,2.182701,11.4827926,3,0.7544479,48.1559293,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1563,BCL2,CSNK2A1_2,0.03,3,0.012594442,1.3066145,0,3,1.4972088,0,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H1703,BCL2,CSNK2A1_2,0.1,3,0.010928598,3.1118029,10.9683685,3,1.3911133,62.6102485,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H2085,BCL2,CSNK2A1_2,0.03,3,0.012434981,0.83565,0,1.312273713,1.5414195,13.99286917,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H2228,BCL2,CSNK2A1_2,0.1,3,0.035020176,0.460911,0,2.670649991,0.4192787,0,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H2291,BCL2,CSNK2A1_2,0.01,3,0.002133398,2.2044826,28.43944625,0.948044353,10,24.79914481,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
NCI-H3122,BCL2,CSNK2A1_2,0.1,3,0.007083985,2.6977279,0.49134866,0.316192603,10,71.1998857,11,12.39,2,3,974.6,10.5,170.42,17,4,65,0.1,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43
