,CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED,GEX_CLUSTER,ORIGIN_CLUSTER,THERAPY_CLUSTER,Target_share,Target_interaction
1947,CAMA-1,MTOR_1,PIK3C,3.0,1.0,1.922104797,2.0065064,0.0,0.14624139,2.3457502,16.68949279,-6.437105,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,3,0,0.9509999999999998
1568,UACC-812,FGFR,Proteasome_2,1.0,1.0,0.000327257,9.7986036,0.0,0.2308134,0.1,94.73861428,4.402312,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,8.0,5.21453,4.0,1.757,719.9,4.7,159.0,20.0,3.429,52.0,0.27258000000000004,2,1,2,0,0.0
1797,NCI-H520,IAP,Vinorelbine,0.01,3.0,0.01,1.0343457,56.87418764,0.000304176,7.6348731,92.13999997,8.014827,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,7,2,1,0,0.4148239436619718
1335,MDA-MB-436,ERBB,FGFR,1.0,1.0,0.095812749,0.8172132,87.06407884,0.114823454,10.0,84.54949093,-5.823226,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.48536078229541946
107,HCC1428,AKT,AKT_1,1.0,1.0,0.0001,0.1,84.31880972,0.00813195,10.0,90.42501465,9.317672,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,2,1,1,1,1.0
1170,MDA-MB-415,Chloroquine,PIK3C,3.0,10.0,1.026142476,10.0,43.09871647,1.0,0.0,100.0,24.19537,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,2,0,0.0
1240,NCI-H2228,CSNK2A1_2,TNFSF10,0.03,0.1,0.008426089,2.2696739,33.22189618,0.027232347,0.6873393,0.0,17.886570000000006,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,3,0,0.3246978877540276
12,MDA-MB-436,ADAM17,AKT,1.0,75.0,0.180147182,3.0950757,75.7680796,1.0,0.0,100.0,-4.212955,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3,1,1,0,0.45123519645821814
1228,NCI-H1975,CSNK2A1_2,SYK,3.0,0.03,1.591223276,1.3248922,3.77860923,0.020250982,2.0617816,0.0,5.26699,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,11.0,4.12,3.0,1.0,470.5,3.88,128.75,7.0,3.0,34.0,0.47,3,2,3,0,0.41310901591043014
418,CAL-51,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,1.0,1.2975847,53.31734371,9.791399,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.9980000000000001
1704,SW837,IAP,PIK3C,10.0,1.0,0.629974767,1.0864387,46.51173742,0.213341117,1.2868918,57.83080975,42.66763,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,6,0,2,0,0.4972398190045249
1309,CAMA-1,EGFR,MAP2K_1,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,17.71496,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,1,0,0.781
252,HCC1395,AKT,FGFR,1.0,1.0,0.00946639,1.4350141,48.15495082,0.374680382,0.9209859,40.54520964,45.50561,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,0,0,0.48536078229541946
1957,Hs-578-T,MTOR_1,PIK3C,1.0,1.0,0.29239137,10.0,41.29958458,0.397576643,1.0151399,0.0,12.61012,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,1,3,0,0.9509999999999998
2068,MDA-MB-157,PIK3C,PIP5K1,1.0,1.0,1.0,0.0,100.0,1.0,0.4033255,12.45950944,-17.13851,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4,1,0,0,0.926
1656,HCT-116,IAP,IGFR_4,10.0,0.1,10.0,10.0,4.60396561,0.002480184,10.0,88.3988371,-317.6475,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,6,0,2,0,0.4771972789115646
866,KATOIII,BCL2_BCL2L1,FGFR,0.01,3.0,0.003735062,10.0,17.595635100000006,1.0,0.0,100.0,-6.055594,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,0,0,2,0,0.4822715025906735
1085,MDA-MB-436,BRAF_M2,MAP2K_3,0.3,3.0,0.046794213,0.9521126,70.24620849,0.52404971,1.5550659,76.83242882,59.04679,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,3,1,1,0,0.0
1777,DMS-114,IAP,Topotecan,0.1,3.0,0.037945872,1.7433683999999998,0.0,3.0,0.3669642,42.71032198,7.786225,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,5,2,3,0,0.3920798985415346
1163,EVSA-T,Chloroquine,PIK3C,3.0,10.0,0.670315564,1.5906837,0.0,0.997071353,10.0,89.75001556,32.07897,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,2,0,0.0
1664,RKO,IAP,JAK,3.0,1.0,2.914248423,10.0,0.0,0.017731706,1.4524726,83.21864086,-1.023761,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,2.01,3.0,0.0,348.8,2.37,104.3,5.0,3.0,24.0,0.65,6,0,2,0,0.47926524231370504
880,J82,BCL2_BCL2L1,Gemcitabine,0.1,3.0,0.004777555,3.3551759,4.48371325,3.0,0.7866770000000001,38.42619267,11.72054,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,3,3,3,0,0.27559618834431027
235,MDA-MB-453,AKT,ERBB,3.0,3.0,3.0,0.9236518,13.63669177,1.63100158,0.6606626999999999,0.0,17.31706,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,2,1,3,0,0.49949999999999994
232,KU-19-19,AKT,ERBB,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-138.7725,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,3,3,1,0,0.49949999999999994
1297,HCC1937,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,0.011119936,0.7510882,76.59460936,30.0064,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,1,0,0.48536078229541946
901,MDA-MB-231,BCL2_BCL2L1,MAP2K_1,1.0,1.0,0.8733658679999999,0.6010485,0.0,1.0,0.7631534000000001,10.41841247,-1.035023,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,1,3,0,0.49949999999999994
1218,NCI-H226,CSNK2A1_2,PIK3CA_3,3.0,0.1,3.0,0.5497755999999999,9.50689745,0.006500041999999999,2.6020649,0.0,43.95368,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,3,0,0.41310901591043014
793,HCT-116,BCL2,Oxaliplatin,1.0,3.0,0.285753267,1.7726878,4.36930555,1.833795598,1.3488854,0.0,45.0912,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,2.0,-0.62,4.0,0.0,114.2,-0.05,52.04,0.0,0.0,8.0,0.46,6,0,3,0,0.0
494,CAL-148,AKT_SGK,FGFR,1.0,1.0,1.0,0.0,100.0,0.128646493,1.5500376,0.0,-7.884005,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,2,1,0,0,0.48536078229541946
1278,647-V,EG5,PIK3CB_PIK3CD,3.0,0.003,0.505483386,1.5927601,7.04658677,0.001949597,5.2568872,0.0,-15.751079999999998,6.0,4.3986800000000015,1.0,0.735,503.7,4.5,120.0,9.0,3.72,36.0,0.44534,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,1,3,3,0,0.2970781533747598
1849,C32,MAP2K_1,PIK3C,10.0,3.0,3.091280878,1.4097696000000002,0.0,0.170482138,0.7010458,6.93358795,65.79356,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4,0,3,0,0.972
971,NCI-H522,BCL2L1,CarboTaxol,0.01,3.0,0.001689161,3.0971554,10.06198021,3.0,0.3926014,49.73794408,42.10996,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,5,2,2,0,0.0
1610,KU-19-19,HDAC_4,PARP1,3.0,3.0,3.0,10.0,79.00044705,0.970724562,10.0,7.79868932,-2.60927,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,3,3,0,0,0.884
178,J82,AKT,Cisplatin,3.0,3.0,0.414945337,1.101382,0.0,0.7122479690000001,0.81619,22.55906569,3.02897,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,3,3,3,0,0.0
847,HCC70,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-58.161,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,6.0,4.8,0.0,0.0,462.6,4.4,64.16,5.0,5.0,35.0,0.39,1,1,1,0,0.47978772112382934
2118,DU-4475,PIK3CB_PIK3CD,SLC16A4,1.0,1.0,1.0,0.0,100.0,1.0,10.0,64.60038553,-39.29797,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,6,1,1,0,0.0
1516,HCC1395,FGFR,MTOR_1,1.0,1.0,0.362513239,1.329707,30.76640912,0.012555043,1.7705714,51.98260189,47.21145,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,1,2,0,0.48370247933884297
52,BT-20,ADAM17,MTOR_1,1.0,75.0,0.6056875629999999,1.2654588,0.0,75.0,0.8477869,68.22682053,18.30981,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,2,0,0.4949919191919192
515,MFM-223,AKT_SGK,MAP2K_1,1.0,1.0,1.0,0.1832806,92.4981006,0.159500326,1.3608268,9.82647958,17.40815,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,0,0,0.4992498748122183
1988,MDA-MB-436,MTOR_1,SLC16A4,1.0,1.0,0.340888139,10.0,92.19983281,0.163572367,1.9534984,23.06577722,-2.881406,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,0,0,0.0
792,COLO-205,BCL2,Oxaliplatin,10.0,3.0,0.37656894,1.2289137,0.0,0.291321875,2.091344,2.95162152,-4.177698,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,2.0,-0.62,4.0,0.0,114.2,-0.05,52.04,0.0,0.0,8.0,0.46,0,0,3,0,0.0
1399,CAL-120,ERBB,PIK3CA_4,1.0,1.0,0.037179605,10.0,82.79981388,0.0001,0.1,85.66275794,-30.30016,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,3,1,1,0,0.988
183,BT-474,AKT,CSNK2A1_2,0.1,3.0,0.009639842,9.0146634,24.04803766,0.264338599,2.1438601000000004,7.76795249,26.24696,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,2,1,3,0,0.4987488721804511
950,HCC1419,BCL2_BCL2L1_BCL2L2,FGFR,1.0,1.0,1.0,0.0,100.0,0.201683259,3.9375078,71.83878523,29.69523,14.0,8.5168,2.0,2.643,974.6,9.6,170.0,16.0,3.387,65.0,0.16577999999999998,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,2,1,1,0,0.4822715025906735
143,KU-19-19,AKT,ATR_4,3.0,3.0,2.861548235,10.0,0.0,1.0,0.0,100.0,-110.0582,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,3,3,2,0,0.47866579770594364
2121,HCC1395,PIK3CB_PIK3CD,SLC16A4,1.0,1.0,1.0,10.0,84.80004976,0.029760876,0.6094864000000001,59.38842156,3.935983,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.0
485,HCC1428,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.092586928,0.8889904000000001,2.6446249,0.01090499,10.0,88.17492912,23.92928,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,2,1,2,0,0.9980000000000001
131,MDA-MB-468,AKT,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.33867430299999995,10.0,54.19907802,32.18546,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,1,1,1,0,0.4992498748122183
1569,BT-20,FGFR,SLC16A4,1.0,1.0,1.0,2.7307659,92.80443753,1.0,10.0,72.60001417,28.173540000000006,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,1,0,0.0
861,HCC38,BCL2_BCL2L1,FGFR,1.0,1.0,0.29886284,0.9330617,59.72176102,0.184502861,3.3917336,8.58565217,8.291264,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,0,0,0.4822715025906735
2132,HCC1143,PIK3CB_PIK3CD,TNKS_PARP6,1.0,1.0,0.026024755,2.0963990000000003,26.40070933,1.0,0.8497756999999999,40.19349859,15.75368,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,3,0,0.0
1881,DU-4475,MAP2K_1,PIM1,1.0,1.0,0.055957145,1.910887,0.0,0.026683405,2.427816,0.0,12.87147,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,6,1,3,0,0.4159597839135655
1007,HCC1187,BCL2L1,PIK3C,3.0,3.0,0.321926044,1.0492901,11.22563531,0.016148778,0.28606040000000005,50.41963922,42.93897,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,7,1,2,0,0.0
1953,HCC1937,MTOR_1,PIK3C,1.0,1.0,1.0,0.8687476999999999,28.51532409,1.0,1.2446328000000002,41.10215125,15.835870000000002,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,1,3,0,0.9509999999999998
1645,KU-19-19,HSP90,PIK3C,3.0,3.0,1.0,0.0,100.0,0.25269041600000003,10.0,8.24185035,-36.68453,5.0,2.26274,2.0,0.058,409.52,3.1,67.2,4.0,3.099,30.0,0.68058,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,3,0,0,0.49949999999999994
1249,Calu-6,Doxorubicin,IAP,1.0,0.3,0.0001,0.1,36.74959004,0.041908699,1.7037014,23.66927437,42.58561,12.0,0.32,7.0,3.0,543.5,-0.04,206.07,5.0,2.0,39.0,0.28,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,3,0,0.4847938144329897
1786,NCI-H838,IAP,Topotecan,0.3,1.0,0.08298691700000001,1.7788788,0.0,0.004223756,0.4994568,16.34933182,36.29228,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,3,2,3,0,0.3920798985415346
2090,NCI-H1703,PIK3CB,Topotecan,0.1,3.0,0.06876649,2.446461,0.0,2.2791818040000003,0.5295713000000001,0.0,6.193549,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,5,2,3,0,0.45281923076923075
1092,NCI-H2170,BRAF_M2,MAP2K_3,0.3,3.0,0.3,0.2831995,26.88542267,0.00035130199999999995,0.1,92.37039092,-3.907671,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,7,2,2,0,0.0
841,CAL-148,BCL2_BCL2L1,FASN,1.0,1.0,0.302232182,10.0,94.59996274,0.31607472600000003,1.8726829,24.89368325,8.727391,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,6.0,4.8,0.0,0.0,462.6,4.4,64.16,5.0,5.0,35.0,0.39,2,1,0,0,0.47978772112382934
942,HCC1428,BCL2_BCL2L1,SLC16A4,1.0,1.0,1.0,0.0,100.0,0.105548121,1.4158948,13.202265900000002,29.65441,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,0,0,0.0
182,BT-20,AKT,CSNK2A1_2,0.1,3.0,0.011525237,1.806654,5.7355837,1.367930445,0.9821291,0.0,11.97265,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,1,1,3,0,0.4987488721804511
1723,DMS-114,IAP,PIK3CB,3.0,3.0,3.0,0.3230612,68.00802719,3.0,0.6667964,27.23677032,0.7853992,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,5,2,0,0,0.4952498738011105
247,CAL-51,AKT,FGFR,1.0,1.0,1.0,0.5072323000000001,60.84622491,1.0,0.7922610999999999,0.17191679999999998,8.624525,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,0,0,0.48536078229541946
1263,NCI-H1299,Doxorubicin,TOP2,3.0,0.3,3.0,0.4719234000000001,32.84637151,0.003126318,10.0,64.34998366,46.35798,12.0,0.32,7.0,3.0,543.5,-0.04,206.07,5.0,2.0,39.0,0.28,4.0,5.44,0.0,1.0,413.5,5.4,67.0,2.0,4.0,30.0,0.44,5,2,2,1,0.9980000000000001
1423,MFM-223,ESR1,FGFR,1.0,1.0,0.099323521,10.0,30.749454600000004,1.0,0.0,100.0,60.70514,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,2,1,2,0,0.48536078229541946
900,M14,BCL2_BCL2L1,MAP2K_1,1.0,1.0,0.26702757,0.6987678,0.0,0.08372236400000001,0.5565502,0.0,33.06074,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,4,0,3,0,0.49949999999999994
368,Hs-578-T,AKT_1,BCL2_BCL2L1,1.0,1.0,0.16454592699999998,1.3759211999999998,53.77539889999999,0.295464759,10.0,48.69973755,-2.610332,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,3,1,0,0,0.9980000000000001
1595,KATOIII,FGFR,WNT,3.0,0.01,0.298753851,1.2886504,8.14690748,0.003780634,10.0,18.59512959,3.94674,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,0,0,3,0,0.3069231803357462
101,MDA-MB-468,ADAM17,PIK3CB_PIK3CD,1.0,75.0,0.0001,0.1,94.07450183,1.0,0.0,100.0,13.55083,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,1,1,1,0,0.49169395017793593
1736,SW620,IAP,PIK3CB,10.0,1.0,0.001002289,0.1,94.03647711,1.0,0.0,100.0,-10.22941,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,6,0,1,0,0.4952498738011105
75,Hs-578-T,ADAM17,PIK3C,1.0,75.0,0.238743003,2.7378506,51.67335823,75.0,10.0,71.20048099,-3.101995,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,1,1,0,0.49549545913218973
103,BT-20,AKT,AKT_1,1.0,1.0,0.258829507,2.6522928,63.93298879999999,0.4575553120000001,1.9626393,80.81186035,20.26494,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,1,1,1,1,1.0
612,NCI-H520,ALK_2,TOP2,3.0,3.0,2.962160646,0.6788838,15.20345536,3.0,3.9055249,56.60533513,8.141865,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.0,5.44,0.0,1.0,413.5,5.4,67.0,2.0,4.0,30.0,0.44,7,2,2,0,0.32298761938450654
932,MFM-223,BCL2_BCL2L1,PIM1,1.0,1.0,0.0001,0.1,49.44109024,0.0001,0.1,63.18199125,-78.25283,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,2,1,2,0,0.4602044348296376
1427,DU-4475,ESR1,MAP2K_1,1.0,1.0,0.029819098,1.8515993,0.0,1.0,0.9694468,68.59759504,11.26972,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,6,1,2,0,0.4904587155963303
1722,Calu-3,IAP,PIK3CB,3.0,1.0,0.0003,0.1,92.9940187,1.0,0.0,100.0,-119.4051,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,2,1,0,0.4952498738011105
